Name	Type	SQL
ОЭС-области	0	SELECT DISTINCTROW [Имена-итогов].NUMB1, First([Имена-итогов].NAME) AS NAME1, w.OES AS oes, w.OBL, w.YEAR, Sum(w.NUST) AS NUST, Sum(w.E) AS E, Sum(w.EOTP) AS EOTP, IIf([EOTP]>0,[EUST]/[EOTP]*1000,0) AS EURT, Sum(w.EUST) AS EUST, Sum(w.Q) AS Q, IIf([Q]>0,[TUST]/[Q]*1000,0) AS TURT, Sum(w.TUST) AS TUST, Sum(w.B) AS B, Sum(w.GAZ) AS GAZ, Sum(w.MAZUT) AS MAZUT, Sum(w.TORF) AS TORF, Sum(w.SLAN) AS SLAN, Sum(w.GTT) AS GTT, Sum(w.PROCH) AS PROCH, Sum(w.UGOL) AS UGOL, Sum(w.DON) AS DON, Sum(w.PODM) AS P...
ОЭС-области_натура	0	SELECT Max([Имена-итогов].NAME) AS NAME1, w.OES, w.OBL, o.NAME AS oblname, [Имена-итогов].NUMB1, w.YEAR, Sum(w.NUST) AS NUST, Sum(w.E) AS E, Sum(w.B) AS B, z([int])+z([vork])+z([podm])+z([don])+z([kuzn])+z([sver])+z([chel])+z([kizel])+z([bashk])+z([ekib])+z([karag])+z([nazar])+z([ibor])+z([berez])+z([azey])+z([cher])+z([tuv])+z([hak])+z([gusin])+z([tugn])+z([chit])+z([ner])+z([prim])+z([luch])+z([amur])+z([urg])+z([mag])+z([sah]) AS ugol, Sum([W]![DON]/IIf([n].[don]>0,[N]![DON],0.699)) AS don, S...
ОЭС-станции	0	SELECT DISTINCTROW Имена_станций.NAME AS NAME1, w.YEAR, w.NUST, w.E, w.EOTP, w.EURT, w.EUST, w.Q, w.TURT, w.TUST, w.B, w.GAZ, w.MAZUT, w.TORF, w.SLAN, w.GTT, w.PROCH, w.UGOL, w.DON, w.PODM, w.PECH, w.ARKT, w.KUZN, w.URAL, w.BASHK, w.EKIB, w.KARAG, w.KAN, w.IRKUT, w.HAK, w.TUV, w.BUR, w.CHIT, w.NER, w.RAICH, w.URG, w.PRIM, w.LUCH, w.MAG, w.SAH, w.KAMCH, w.USHUM, w.QOTR, w.SNK, w.EWTP, w.NT, w.OBOR, w.VED, w.OBL, w.DEP, w.OES, w.ER, w.NUMB1120, Имена_станций.ordnumb AS numb1, Имена_областей.NAME A...
ОЭС-станции_натура	0	SELECT c.NAME AS Name1, c.ordnumb AS numb1, w.YEAR, w.NUST, w.E, w.B, z([don])+z([podm])+z([pech])+z([kuzn])+z([ural])+z([bashk])+z([ekib])+z([karag])+z([kan])+z([irkut])+z([hak])+z([tuv])+z([bur])+z([chit])+z([ner])+z([raich])+z([prim])+z([urg])+z([luch])+z([mag])+z([sah]) AS ugol, [w]![DON]/IIf([n].[don]>0,[N]![DON],0.699) AS don, [w].[podm]/IIf([n].[podm]>0,[N].[podm],0.274) AS podm, z([vork])+z([int]) AS pech, [d].[vork]/IIf([n].[vork]>0,[N].[vork],0.677) AS Vork, [d].[int]/IIf([n].[int]>0,[...
ОЭС-станции_натура(Схема)	0	SELECT [Имена_станций].[NAME] AS Name, [Станции(Схема)].[YEAR], [Станции(Схема)].[NUST], [Станции(Схема)].[E], [Станции(Схема)].[B], [Станции(Схема)]![DON]/IIf([Натура99]![DON]>0,[Натура99]![DON],0.7) AS don, [Станции(Схема)]![podm]/IIf([Натура99]![podm]>0,[Натура99]![podm],0.28) AS podm, IIf([int]>0,[int],0)+IIf([vork]>0,[vork],0) AS pech, [Доп_угли(Схема)]![vork]/IIf([Натура99]![vork]>0,[Натура99]![vork],0.695) AS Vork, [Доп_угли(Схема)]![int]/IIf([Натура99]![int]>0,[Натура99]![int],0.532) AS ...
ПГУ_по_конфигурациям	0	SELECT Имена_станций.NAME, Конфигурации.Name, GTD.Model, GTD.NN, GTD.KPD, [Удельные(Схема)].btp, [Удельные(Схема)].sntp, [Удельные(Схема)].Bk, [Удельные(Схема)].y | FROM ((([Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB) LEFT JOIN link ON Имена_станций.NUMB = link.NUMB) LEFT JOIN (([Станция-конфигурация] LEFT JOIN Конфигурации ON [Станция-конфигурация].conf = Конфигурации.conf) LEFT JOIN GTD ON Конфигурации.GT = GTD.cmodel) ON link.link = [Станция-кон...
Перенос расчёта в одну базу_Аня	48	UPDATE [Станции(Схема)] AS S INNER JOIN Станции_Катя AS K ON (S.NUMB1120 = K.NUMB1120) AND (S.YEAR = K.YEAR) SET S.E = K.E, S.EOTP = K.EOTP, S.EURT = K.EURT, S.EUST = K.EUST, S.Q = K.Q, S.TURT = K.TURT, S.TUST = K.TUST, S.B = K.B, S.GAZ = K.GAZ, S.ISK_GAZ = K.ISK_GAZ, S.MAZUT = K.MAZUT, S.TORF = K.TORF, S.SLAN = K.SLAN, S.PROCH = K.PROCH, S.UGOL = K.UGOL, S.DON = K.DON, S.PODM = K.PODM, S.PECH = K.PECH, S.ALT = K.ALT, S.KUZN = K.KUZN, S.URAL = K.URAL, S.BASHK = K.BASHK, S.KAZAH = K.KAZAH, S.KAN ...
Перенос расчёта в одну базу_допугли_Аня	48	UPDATE ([Доп_угли(Схема)] AS S INNER JOIN Доп_угли_Катя AS K ON (S.NUMB1120 = K.NUMB1120) AND (S.YEAR = K.YEAR)) INNER JOIN Имена_станций ON (S.NUMB1120 = Имена_станций.NUMB) AND (K.NUMB1120 = Имена_станций.NUMB) SET S.gazpp = K.gazpp, S.gaz_prir = [K].[gaz_prir], S.koks_g = K.koks_g, S.domen_g = K.domen_g, S.prochgaz = K.prochgaz, S.tvproch = K.tvproch, S.szh_gaz = K.szh_gaz, S.inoe = K.inoe, S.nazar = K.nazar, S.ibor = K.ibor, S.berez = K.berez, S.per = K.per, S.irbei = K.irbei, S.kansk = K.ka...
Перенос тепла в Станции(Схема)	48	UPDATE [Станции(Схема)] INNER JOIN [Тепло по ОЭС_Катя] ON ([Станции(Схема)].NUMB1120 = [Тепло по ОЭС_Катя].NUMB1120) AND ([Станции(Схема)].YEAR = [Тепло по ОЭС_Катя].YEAR) SET [Станции(Схема)].Q = [Тепло по ОЭС_Катя]![Q], [Станции(Схема)].QOTR = [Тепло по ОЭС_Катя]![QOTR] | WHERE ((([Станции(Схема)].YEAR)>2021)); | 
Перенос тепла из эксель в Станции(Схема)	48	UPDATE [Станции(Схема)] INNER JOIN [Тепло из эксель_для переноса] ON ([Станции(Схема)].NUMB1120 = [Тепло из эксель_для переноса].numb1120) AND ([Станции(Схема)].YEAR = [Тепло из эксель_для переноса].Year) SET [Станции(Схема)].Q = [Тепло из эксель_для переноса].[Q], [Станции(Схема)].QOTR = [Тепло из эксель_для переноса].[QOTR] | WHERE ((([Станции(Схема)].YEAR)>2023) AND (([Тепло из эксель_для переноса].OES)=10)); | 
Перенос удельных из отчёта других лет	48	UPDATE [Удельные(Схема)] INNER JOIN Удельные2020 ON [Удельные(Схема)].numb1120 = Удельные2020.NUMB1120 SET [Удельные(Схема)].snk = [Удельные2020].[SNK], [Удельные(Схема)].k = [Удельные2020].[k], [Удельные(Схема)].btp = [Удельные2020].[BTP], [Удельные(Схема)].sntp = [Удельные2020].[SNTP], [Удельные(Схема)].Bk = [Удельные2020].[BK], [Удельные(Схема)].y = [Удельные2020].[Y] | WHERE ((([Удельные(Схема)].Bk)=0 Or ([Удельные(Схема)].Bk) Is Null) AND (([Удельные(Схема)].year)=2021) AND ((Удельные2020.B...
Перенос формул с целого на часть	48	UPDATE [Формулы_топлива(Схема)] INNER JOIN ([Формулы_топлива(Схема)] AS [Формулы_топлива(Схема)_1] INNER JOIN chasti_i_celoe ON [Формулы_топлива(Схема)_1].numb1120 = chasti_i_celoe.celoe) ON ([Формулы_топлива(Схема)].numb1120 = chasti_i_celoe.chast) AND ([Формулы_топлива(Схема)].year = [Формулы_топлива(Схема)_1].year) SET [Формулы_топлива(Схема)].formtxt = [Формулы_топлива(Схема)_1].[formtxt]; | 
Пересечение формул топлива	0	SELECT Формулы_топлива_отчёт.NAME, [Формулы_топлива(Схема)].formtxt AS Схема, Формулы_топлива_отчёт.formtxt AS Отчёт, [Формулы_топлива(Схема)].year, [Формулы_топлива(Схема)].numb1120, * | FROM [Формулы_топлива(Схема)] INNER JOIN Формулы_топлива_отчёт ON ([Формулы_топлива(Схема)].year = Формулы_топлива_отчёт.YEAR) AND ([Формулы_топлива(Схема)].numb1120 = Формулы_топлива_отчёт.NUMB1120) | WHERE ((([Формулы_топлива(Схема)].year)=2021)); | 
Перетоки	0	SELECT перетоки_табл.* | FROM перетоки_табл | WHERE (((перетоки_табл.year)=[год]) AND ((перетоки_табл.oes)=[ОЭС])); | 
Перетоки(запрос)	64	INSERT INTO перетоки_табл ( РЭУ1, РЭУ2, obl1, obl2, p, pinv, t, id, oes, [year] ) | SELECT [Сети].[РЭУ1], [Сети].[РЭУ2], [Сети].[obl1], [Сети].[obl2], [Сети].[p], [Сети].[pinv], 0 AS t, [Сети].[id], [Сети].[oes], [Сети].[year] | FROM Сети | WHERE ((([Сети].[id])>=240 And ([Сети].[id])<=240) And (([Сети].[year])=2015)); | 
Перетоки_год	0	SELECT Перетоки.*, Перетоки.oes | FROM Перетоки | WHERE (((Перетоки.oes)=2) AND ((Перетоки.year)=2015)); | 
Перетоки_обновление	48	UPDATE перетоки_табл INNER JOIN Сети ON ([перетоки_табл].[year]=[Сети].[year]) AND ([перетоки_табл].[id]=[Сети].[id]) SET перетоки_табл.p = [Сети]![p], перетоки_табл.pinv = [Сети]![pinv], перетоки_табл.РЭУ1 = [Сети]![РЭУ1], перетоки_табл.РЭУ2 = [Сети]![РЭУ2], перетоки_табл.obl1 = [Сети]![obl1], перетоки_табл.obl2 = [Сети]![obl2] | WHERE ((([перетоки_табл].[oes])=2) And (([перетоки_табл].[year])=2015) And (([перетоки_табл].[id])>=214 And ([перетоки_табл].[id])<=214)); | 
Поиск повторений для Удельные(Схема)	0	SELECT [Удельные(Схема)].numb1120, [Удельные(Схема)].name, [Удельные(Схема)].year, [Удельные(Схема)].obor, [Удельные(Схема)].btp, [Удельные(Схема)].sntp, [Удельные(Схема)].Bk, [Удельные(Схема)].y, [Удельные(Схема)].k | FROM [Удельные(Схема)] | WHERE ((([Удельные(Схема)].numb1120) In (SELECT [numb1120] FROM [Удельные(Схема)] As Tmp GROUP BY [numb1120] HAVING Count(*)>1 ))) | ORDER BY [Удельные(Схема)].numb1120; | 
Показатели_в_столбец	128	SELECT w.NAME AS NAME, YEAR,numb1120,oes,obl, nust AS data, 0.1  AS toplcode | FROM [Рабочий(станции)] AS w | union | SELECT w.NAME AS NAME, YEAR,numb1120,oes,obl,e AS data, 0.2  AS toplcode | FROM [Рабочий(станции)] AS w | union | SELECT w.NAME AS NAME, YEAR,numb1120,oes,obl,Q  AS data, 0.3  AS toplcode | FROM [Рабочий(станции)] AS w | UNION |  SELECT w.NAME AS NAME, YEAR, numb1120,oes,obl,B AS data,0.4  AS toplcode | FROM [Рабочий(станции)] AS w | UNION  | SELECT w.NAME AS NAME, YEAR, numb1120...
Проба создать удельные 2010_Аня	64	INSERT INTO [Удельные пробные] ( NAME, [YEAR], k, Y, BTP, SNTP, BK, NUMB1120, SNK ) | SELECT [Удельные(Схема) из Мониторига].name, [Удельные(Схема) из Мониторига].year, [Удельные(Схема) из Мониторига].k, [Удельные(Схема) из Мониторига].y, [Удельные(Схема) из Мониторига].btp, [Удельные(Схема) из Мониторига].sntp, [Удельные(Схема) из Мониторига].Bk, [Удельные(Схема) из Мониторига].numb1120, [Удельные(Схема) из Мониторига].snk | FROM [Удельные(Схема) из Мониторига] | WHERE ((([Удельные(Схема) из Мо...
Пробное обновление в Станции(Схема)_Аня	48	UPDATE [Станции(Схема)_без 2009 года] INNER JOIN [Станции(Схема)] ON ([Станции(Схема)_без 2009 года].NUMB1120 = [Станции(Схема)].NUMB1120) AND ([Станции(Схема)_без 2009 года].YEAR = [Станции(Схема)].YEAR) SET [Станции(Схема)].NAME = [Станции(Схема)_без 2009 года]![name], [Станции(Схема)].NUST = [Станции(Схема)_без 2009 года]![nust], [Станции(Схема)].NR = [Станции(Схема)_без 2009 года]![nr], [Станции(Схема)].E = [Станции(Схема)_без 2009 года]![e], [Станции(Схема)].EOTP = [Станции(Схема)_без 2009 ...
Проверека_оборудования	0	SELECT; | 
Проверка Ht	0	SELECT Имена_станций.ordnumb, [Станции(Схема)].NUST, Имена_станций.NAME, [Станции(Схема)].Year, [qotr]/[nt]*1000 AS HNT | FROM [Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Станции(Схема)].Year)>2025) AND (([qotr]/[nt]*1000)>7000) AND (([Станции(Схема)].NT)>0) AND (([Станции(Схема)].VED)>0)) | ORDER BY Имена_станций.ordnumb, [Станции(Схема)].Year; | 
Проверка Q	0	SELECT Имена_станций.NAME, [Станции(Схема)].Year, [Станции(Схема)].Q, [Станции(Схема)].QOTR, [Станции(Схема)].VED, [Станции(Схема)].OES | FROM [Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Станции(Схема)].Year)>2024) AND (([Станции(Схема)].Q)<[Qotr]) AND (([Станции(Схема)].VED)>0)); | 
Проверка VED в составных станциях_Аня	0	SELECT Имена_станций.NAME, Имена_станций.OES, Имена_станций.ordnumb, Имена_станций.NUMB, [Рабочий(станции)].YEAR, [Рабочий(станции)].VED | FROM Имена_станций INNER JOIN [Рабочий(станции)] ON Имена_станций.NUMB = [Рабочий(станции)].NUMB1120 | WHERE ((([Рабочий(станции)].YEAR)=2021) AND (([Рабочий(станции)].VED)=0 Or ([Рабочий(станции)].VED) Is Null) AND ((Имена_станций.NIV)=1)) | ORDER BY Имена_станций.OES, Имена_станций.ordnumb; | 
Проверка VED для поля КЭСТЭЦ_Аня	0	SELECT Имена_станций.NAME, [Станции(Схема)].NUMB1120, [Станции(Схема)].OBOR, [Станции(Схема)].VED, [Станции(Схема)].YEAR | FROM [Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Станции(Схема)].OBOR)>7 And ([Станции(Схема)].OBOR)<20 Or ([Станции(Схема)].OBOR)>50 And ([Станции(Схема)].OBOR)<95) AND (([Станции(Схема)].VED)=1 Or ([Станции(Схема)].VED)=4) AND (([Станции(Схема)].YEAR)=2026)); | 
Проверка вставки удельных	0	SELECT DISTINCTROW [Удельные(Схема)].Bk, [Удельные(Схема)ЛБ].Bk, Имена_станций.OES, [Удельные(Схема)ЛБ].Year, * | FROM Имена_станций INNER JOIN ([Удельные(Схема)ЛБ] LEFT JOIN [Удельные(Схема)] ON ([Удельные(Схема)ЛБ].numb1120 = [Удельные(Схема)].numb1120) AND ([Удельные(Схема)ЛБ].year = [Удельные(Схема)].year)) ON Имена_станций.NUMB = [Удельные(Схема)ЛБ].numb1120 | WHERE (((Имена_станций.OES)=6) AND (([Удельные(Схема)ЛБ].Year)>2019)) OR (((Имена_станций.OES)=7) AND (([Удельные(Схема)ЛБ].Year)>20...
Проверка Вэ	0	SELECT DISTINCTROW [Станции(Схема)].NUMB1120, Имена_ОЭС.nameoes, Имена_областей.NAME, Имена_станций.NAME, [Станции(Схема)].Year, [Станции(Схема)].EOTP, [Станции(Схема)].EURT, [Станции(Схема)].H, [Станции(Схема)].HFIX, [Станции(Схема)].NUST, [Станции(Схема)].OBOR | FROM Имена_областей INNER JOIN (Имена_ОЭС INNER JOIN (([Станции(Схема)] LEFT JOIN [Удельные(Схема)] ON [Станции(Схема)].NUMB1120 = [Удельные(Схема)].numb1120) INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB) ...
Проверка добавления формул	0	SELECT DISTINCTROW [Формулы_топлива(Схема)].formtxt, [Формулы_топлива(Схема)ЛБ].formtxt, Имена_станций.OES, [Формулы_топлива(Схема)ЛБ].Year, * | FROM Имена_станций INNER JOIN ([Формулы_топлива(Схема)] RIGHT JOIN [Формулы_топлива(Схема)ЛБ] ON ([Формулы_топлива(Схема)].numb1120 = [Формулы_топлива(Схема)ЛБ].numb1120) AND ([Формулы_топлива(Схема)].year = [Формулы_топлива(Схема)ЛБ].year)) ON Имена_станций.NUMB = [Формулы_топлива(Схема)ЛБ].numb1120 | WHERE (((Имена_станций.OES)=6) AND (([Формулы_топли...
Проверка кода OBOR для котельных_Аня	0	SELECT Имена_ОЭС.nameoes, Имена_областей.NAME, Имена_станций.NAME, [Рабочий(станции)].Year, [Рабочий(станции)].NUST, [Рабочий(станции)].Q, [Рабочий(станции)].OBOR | FROM Имена_ОЭС INNER JOIN ([Рабочий(станции)] INNER JOIN (Имена_областей INNER JOIN Имена_станций ON Имена_областей.OBL = Имена_станций.OBL) ON ([Рабочий(станции)].NUMB1120 = Имена_станций.NUMB) AND ([Рабочий(станции)].OBL = Имена_областей.OBL)) ON Имена_ОЭС.oes = Имена_станций.OES | WHERE ((([Рабочий(станции)].NUST)>0) AND (([Рабочи...
Проверка лишних записей в удельных	0	SELECT Имена_станций.NAME, [Удельные(Схема)].Year, [Станции(Схема)].NUST, [Станции(Схема)].E, [Удельные(Схема)].Bk, * | FROM [Станции(Схема)] INNER JOIN (Имена_станций INNER JOIN [Удельные(Схема)] ON Имена_станций.NUMB = [Удельные(Схема)].numb1120) ON ([Удельные(Схема)].year = [Станции(Схема)].YEAR) AND ([Станции(Схема)].NUMB1120 = [Удельные(Схема)].numb1120) | WHERE ((([Удельные(Схема)].Year)>2028)); | 
Проверка наличия Удельных для всех станций и групп_Аня	0	SELECT Имена_станций.NAME, [Станции(Схема)].Year, Имена_станций.COMP, Имена_станций.MAIN, [Станции(Схема)].NUMB1120, [Удельные(Схема)].numb1120, [Станции(Схема)].EOTP, [Удельные(Схема)].Bk, [Станции(Схема)].numb1, [Станции(Схема)].OBOR | FROM [Удельные(Схема)] RIGHT JOIN ([Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB) ON [Удельные(Схема)].numb1120 = [Станции(Схема)].NUMB1120 | WHERE ((([Станции(Схема)].Year)=2026) AND ((Имена_станций.MAIN)>0) AND (([...
Проверка оборудования	0	SELECT Имена_станций.NAME, [Станции(Схема)].YEAR, [Станции(Схема)].VED, [Станции(Схема)].OBOR, [Станции(Схема)].NUMB1120 | FROM [Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Станции(Схема)].YEAR)>2019) AND (([Станции(Схема)].VED)>0) AND (([Станции(Схема)].OBOR)=0 Or ([Станции(Схема)].OBOR) Is Null)) | ORDER BY [Станции(Схема)].numb1; | 
Проверка суммы в архиве_Аня	0	SELECT DISTINCTROW Имена_ОЭС.nameoes, [Станции(архив)].year, Sum([Станции(архив)].E) AS [Sum - E], Sum([Станции(архив)].Q) AS [Sum - Q], Sum([Станции(архив)].B) AS [Sum - B] | FROM (Имена_ОЭС INNER JOIN Имена_станций ON Имена_ОЭС.oes = Имена_станций.OES) INNER JOIN [Станции(архив)] ON Имена_станций.NUMB = [Станции(архив)].numb1120 | GROUP BY Имена_ОЭС.nameoes, [Станции(архив)].year | HAVING ((([Станции(архив)].year)=2010)); | 
Проверка суммы в Станции2017_Аня	0	SELECT DISTINCTROW Имена_ОЭС.nameoes, Sum(Станции2017.E) AS [Sum - E], Sum(Станции2017.Q) AS [Sum - Q], Sum(Станции2017.B) AS [Sum - B] | FROM Станции2017 INNER JOIN (Имена_ОЭС INNER JOIN Имена_станций ON Имена_ОЭС.oes = Имена_станций.OES) ON Станции2017.NUMB1120 = Имена_станций.NUMB | GROUP BY Имена_ОЭС.nameoes; | 
Проверка удельных_Аня	0	SELECT Имена_ОЭС.nameoes, Имена_областей.NAME AS oblname, [Станции(Схема)].NUMB1120, Имена_станций.NAME, [Удельные(Схема)].Year, [Станции(Схема)].NUST, [Удельные(Схема)].btp, [Удельные(Схема)].Bk, [Удельные(Схема)].y, [Удельные(Схема)].sntp, [Удельные(Схема)].snk, [Удельные(Схема)].obor, IIf([main]>0,1,0) AS [group], IIf([ved]>0,0,1) AS sost, [Станции(Схема)].EOTP | FROM ((([Удельные(Схема)] RIGHT JOIN [Станции(Схема)] ON ([Удельные(Схема)].numb1120 = [Станции(Схема)].NUMB1120) AND ([Удельные(Сх...
Проверка_оборудования	0	SELECT Max(Имена_станций.NAME) AS [Max-NAME], Запрос2.NUMB1120, Count(Запрос2.OBOR) AS [Count-OBOR], Имена_станций.ordnumb | FROM Запрос2 INNER JOIN Имена_станций ON Запрос2.NUMB1120 = Имена_станций.NUMB | GROUP BY Запрос2.NUMB1120, Имена_станций.ordnumb | HAVING (((Count(Запрос2.OBOR))>1)) | ORDER BY Имена_станций.ordnumb; | 
Проверка_суммы_частей_Аня	0	SELECT Сумма_частей_Аня.MAME, [Станции(Схема)].Q AS x1, Сумма_частей_Аня.Q AS x2, [x1]-[x2] AS dQ, Имена_областей.NAME, [Станции(Схема)].QOTR AS y1, Сумма_частей_Аня.QOTR AS y2, [y1]-[y2] AS dQOTR, [Станции(Схема)].OES, [Станции(Схема)].numb1, [Станции(Схема)].Year | FROM Имена_областей INNER JOIN (Сумма_частей_Аня INNER JOIN [Станции(Схема)] ON (Сумма_частей_Аня.NUMB1120 = [Станции(Схема)].NUMB1120) AND (Сумма_частей_Аня.Year = [Станции(Схема)].YEAR)) ON Имена_областей.OBL = [Станции(Схема)].OB...
Просмотр тепла на блок-станциях_Аня	0	SELECT Имена_ОЭС.nameoes, Имена_областей.NAME, [Станции(Схема)].NUMB1120, Имена_станций.NAME, [Станции(Схема)].YEAR, [Станции(Схема)].Q, [Станции(Схема)].QOTR, [Станции(Схема)].EWTP, Имена_станций.Ведомство | FROM (Имена_областей INNER JOIN (Имена_ОЭС INNER JOIN [Станции(Схема)] ON Имена_ОЭС.oes = [Станции(Схема)].OES) ON Имена_областей.OBL = [Станции(Схема)].OBL) INNER JOIN Имена_станций ON ([Станции(Схема)].NUMB1120 = Имена_станций.NUMB) AND (Имена_ОЭС.oes = Имена_станций.OES) AND (Имена_облас...
Проставление кода оборудования в Удельные(Схема)_Аня	48	UPDATE [Станции(Схема)] INNER JOIN [Станции(Схема)_1этап] ON ([Станции(Схема)].numb1120 = [Станции(Схема)_1этап].NUMB1120) AND ([Станции(Схема)].year = [Станции(Схема)_1этап].YEAR) SET [Станции(Схема)].OBOR = [Станции(Схема)_1этап]![OBOR]; | 
Протокол_для_сводной	0	SELECT D.year, D.oes, D.РЭУ, D.obl, D.D, D.Dwork, prot.step, prot.nlink, prot.t, IIf([step]=1,[r1],IIf([step]=2,[r2],IIf([step]=3,[r3],[r4]))) AS s, IIf([r4] Is Null Or [r4]=[s],"",[r4]+"-")+IIf([r3] Is Null Or [r3]=[s],"",[r3]+"-")+IIf([r2] Is Null Or [r2]=[s],"",[r2]+"-")+IIf([r1]=[s],"",[r1]) AS trans, IIf(d!obl=p!obl1,p!РЭУ2,p!РЭУ1) AS r1, IIf(p2!РЭУ1=[r1],p2!РЭУ2,p2!РЭУ1) AS r2, IIf(p3!РЭУ1=[r2],p3!РЭУ2,p3!РЭУ1) AS r3, IIf(p4!РЭУ1=[r3],p4!РЭУ2,p4!РЭУ1) AS r4 | FROM ((((Дефициты AS D INNER J...
Протокол_запрос	0	SELECT D.РЭУ, D.obl, D.D, D.Dwork, prot.step, prot.t, IIf([step]=1,[r1],IIf([step]=2,[r2],IIf([step]=3,[r3],[r4]))) AS s, IIf([r4] Is Null Or [r4]=[s],"",[r4]+"-")+IIf([r3] Is Null Or [r3]=[s],"",[r3]+"-")+IIf([r2] Is Null Or [r2]=[s],"",[r2]+"-")+IIf([r1]=[s],"",[r1]) AS trans, IIf(d!obl=p!obl1,p!РЭУ2,p!РЭУ1) AS r1, IIf(p2!РЭУ1=[r1],p2!РЭУ2,p2!РЭУ1) AS r2, IIf(p3!РЭУ1=[r2],p3!РЭУ2,p3!РЭУ1) AS r3, IIf(p4!РЭУ1=[r3],p4!РЭУ2,p4!РЭУ1) AS r4 | FROM ((((Дефициты_год AS D INNER JOIN Протокол AS prot ON...
Рабочий	0	SELECT DISTINCTROW [Станции(Схема)].* | FROM [Станции(Схема)]; | 
Рабочий(доп_угли)	0	SELECT DISTINCTROW [Доп_угли(Схема)].* | FROM [Доп_угли(Схема)]; | 
Рабочий(станции)	0	SELECT DISTINCTROW [Станции(Схема)].* | FROM [Станции(Схема)]; | 
Рабочий_для_суммы	0	SELECT DISTINCTROW [Станции(макет)].* | FROM [Станции(макет)]; | 
Рабочий_для_суммы(доп_угли)	0	SELECT DISTINCTROW [Доп_угли(макет)].* | FROM [Доп_угли(макет)]; | 
Расчет Н	0	SELECT [Станции(Схема)].*, IIf([NUST]>0 And [NR]>0,[E]/[NUST]*1000,0) AS Hras | FROM [Станции(Схема)]; | 
Расчёт средней цены топлива	0	SELECT NUMB1120, AVG(IIF(gaz_c IS NOT NULL OR gaz_c > 0, gaz_c, NULL)) AS avg_gaz_c, AVG(IIF(mazut_c IS NOT NULL OR mazut_c > 0, mazut_c, NULL)) AS avg_mazut_c, AVG(IIF(torf_c IS NOT NULL OR torf_c > 0, torf_c, NULL)) AS avg_torf_c, AVG(IIF(proch_c IS NOT NULL OR proch_c > 0, proch_c, NULL)) AS avg_proch_c, SUM(IIF(DON_c > 0, DON_c, 0) |         + IIF(PODM_c > 0, PODM_c, 0) |  |         + IIF(vork_c > 0, vork_c, 0) |         + IIF(intin_c > 0, intin_c, 0) |         |         + IIF(kuzngd_c > 0, ...
Расчет стоимости топлива_Аня	0	SELECT S.NUMB1120, S.ordnumb, S.NAME AS STAN, S.YEAR, S.NUST, S.VED, [ST_GAZ]+[ST_MAZUT]+[ST_TORF]+[ST_PROCH]+[ST_UGOL] AS ST_B, IIf([GAZ_c]>0,[GAZ_c]*[GAZ]*[Kgaz],0) AS ST_GAZ, IIf([gazpp_c]>0,[gazpp_c]*[gazpp],0) AS ST_gazpp, IIf([MAZUT_c]>0,[MAZUT_c]*[MAZUT]*[Kmazut],0) AS ST_MAZUT, IIf([TORF_c]>0,[TORF_c]*[TORF],0) AS ST_TORF, IIf([PROCH_c]>0,[PROCH_c]*[PROCH],0) AS ST_PROCH, IIf([SUM_UGLY]>0,[SUM_UGLY]*[Kugol],0) AS ST_UGOL, [ST_DON]+[ST_PODM]+[ST_PECH]+[ST_KUZN]+[ST_URAL]+[ST_BASHK]+[ST_KA...
Расчетные Н в базу_Аня	48	UPDATE [Станции(Схема)] INNER JOIN [Расчет Н] ON ([Станции(Схема)].YEAR = [Расчет Н].YEAR) AND ([Станции(Схема)].NUMB1120 = [Расчет Н].NUMB1120) SET [Станции(Схема)].H = [Расчет Н]![Hras]; | 
Сборка_мусора_в_доп_углях	0	SELECT Имена_станций.NAME, [Рабочий(станции)].Year, z([kuzn])-z([kuznt])-z([kuznss])-z([kuzngd])-z([kuznun]) AS dkuzn, z([pech])-z([intin])-z([vork]) AS dpech, z([ural])-z([sver])-z([chel])-z([kizel]) AS dural, z([kan])-z([nazar])-z([ibor])-z([berez])-z([per]) AS dkau, z([irkut])-z([azey])-z([cher]) AS dirkut, z([bur])-z([gusin])-z([tugn]) AS dbur | FROM ([Рабочий(станции)] RIGHT JOIN [Рабочий(доп_угли)] ON ([Рабочий(станции)].NUMB1120 = [Рабочий(доп_угли)].NUMB1120) AND ([Рабочий(станции)].YEAR...
